step,epoch,train_loss,val_loss,lr,tokens_per_sec,elapsed_time
50,0,2.6592214107513428,2.5502103169759116,0.0005082681300542156,1164.4150068931724,21.985288619995117
100,1,1.8692692518234253,1.7566487193107605,1.241616995151955e-06,1417.0263636845575,15.898081064224243
