step,epoch,train_loss,val_loss,lr,tokens_per_sec,elapsed_time
50,0,2.972367286682129,2.867081562678019,0.0004925749510645132,5720.95946402287,4.47477388381958
100,1,2.691431760787964,2.6326400438944497,1.2514770795990511e-06,5700.265035807758,4.041917324066162
